,Nom,Téléphone,Adresse,Ville,Département,Capacité,Type d'établissement,Capacité médecine,Capacité chirurgie,Capacité obstétrique,Capacité psychiatrie,Capacité moyen séjour,Capacité long séjour,Capacité hébergement,Capacité hospitalisation à domicile,Capacité service de soins infirmiers à domicile,Equipement : scanner,Equipement : irm,Equipement : radiologie numérisée,Equipement : radiologie vasculaire,Equipement : caméras à scintillon,Equipement : tep (tomographe)
989,SSR NUTRITION-OBESITE  (CLERMONT FERRAND),04 73 14 16 10," 33, 35 RUE MARECHAL LECLERC  63000 CLERMONT FERRAND",CLERMONT FERRAND,63, 20 places, Etablissement de sante? prive? autorise? en SSR,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,Centre Jean Perrin  (Clermont-Ferrand),04 73 27 80 80," 58, rue Montalembert - BP 392  63011 Clermont-Ferrand",Clermont-Ferrand,63, 0 places, Centre de Lutte Contre Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,Etablissement Thermal  (Royat),04 73 29 51 51, place Allard BP 53 63130 Royat,Royat,63, 0 places, Etablissement Thermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,Centre hospitalier  (Pau),05 59 92 48 48," 4, boulevard Hauterive  64046 Pau",Pau,64, 785 places, Centre Hospitalier,387,146,37,0,135,80,0,53,0,2,2,5,3,3,1
993,Centre hospitalier de la Côte Basque (Bayonne),05 59 44 35 35, 13 Avenue de l'Interne Jacques Loëb BP 8 64109 Bayonne,Bayonne,64, 499 places, Centre Hospitalier,337,122,40,0,0,0,0,0,0,2,3,3,1,4,1
994,Centre hospitalier  (Orthez),05 59 69 70 70, rue du Moulin BP 118 64301 Orthez,Orthez,64, 290 places, Centre Hospitalier,69,0,16,0,38,55,112,0,30,1,0,4,0,0,0
995,AP-HP Hôpital Marin (Hendaye),05 59 48 08 00, route de la Corniche BP 40139 64701 Hendaye,Hendaye,64, 288 places, Hôpital dépendant d'un CHRU,0,0,0,0,288,0,0,0,0,0,0,1,0,0,0
996,Centre Hospitalier de Mauléon  (Mauléon-Soule),05 59 28 79 00," 4-6, avenue de Tréville  64130 Mauléon-Soule",Mauléon-Soule,64, 185 places, Hôpital local,5,0,0,0,25,0,155,0,0,0,0,0,0,0,0
997,Centre hospitalier général  (Oloron-Sainte-Marie),05 59 88 30 30, BP 160  64404 Oloron-Sainte-Marie,Oloron-Sainte-Marie,64, 184 places, Centre Hospitalier,82,27,0,0,19,56,0,0,0,1,0,2,0,0,0
998,EHPAD/USLD le Clos de l'Ousse  (PONTACQ),05 59 82 53 00, 27 rue du colonel betboy 27 rue du colonel Betboy 64530 PONTACQ,PONTACQ,64, 138 places, Etablissement de Soins Longue Durée,0,0,0,0,0,20,118,0,0,0,0,0,0,0,0
999,Centre hospitalier de la Côte Basque Cam de Prats Psychiatrie  Bayonne (Bayonne),Pas de numéro, Avenue de Cam de Prats  Bayonne 13 avenue Jacques Loeb 64109 Bayonne,Bayonne,64, 123 places, Centre Hospitalier,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0
1000,Centre Hospitalier de la Côte Basque - Saint Jean de Luz Trikaldi (Saint Jean de Luz),Pas de numéro, 19 Avenue André Ithurralde  64500 Saint Jean de Luz,Saint Jean de Luz,64, 114 places, Etablissement de Soins Longue Durée,0,0,0,0,38,76,0,0,0,0,0,0,0,0,0
1001,EHPAD/USLD Le clos Montreuil  (NAY),05 59 61 83 20, chemin de Montreuil chemin de Montreuil 64800 NAY,NAY,64, 75 places, Etablissement de Soins Longue Durée,0,0,0,0,0,60,15,0,0,0,0,0,0,0,0
1002,Centre Hospitalier de Saint Palais  (Saint Palais),08 26 39 87 88, avenue Frédéric De Saint Jayme  64120 Saint Palais,Saint Palais,64, 63 places, Centre Hospitalier,34,22,7,0,0,0,0,0,0,1,0,2,0,0,0
1003,Centre Hospitalier de la Côte Basque - Saint Jean de luz USA Udazkena  (Saint Jean de Luz),05 59 51 45 45, 19 avenue André Ithurralde 64500 Saint Jean de Luz 19 avenue André Ithurralde 64500 Saint Jean de Luz,Saint Jean de Luz,64, 52 places, Centre Hospitalier,22,0,0,0,0,0,30,0,0,0,0,0,0,0,0
1004,SSR PEDIATRIQUE Le Nid Béarnais (PAU),05 59 06 45 22, Boulevard Hauterive  64000 PAU,PAU,64, 26 places, Maison d'Enfants à Caractère Sanitaire Permanente,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
1005,Centre Hospitalier de Bigorre site de la Gespe (MCO) (Tarbes),05 62 51 51 51, Bd de Lattre de Tassigny BP 1330 65013 Tarbes,Tarbes,65, 352 places, Centre Hospitalier,263,68,21,0,0,0,0,0,0,1,1,5,1,2,0
1006,Centre hospitalier  (Bagnères-de-Bigorre),05 62 91 41 11," 15, rue Gambetta BP 149 65201 Bagnères-de-Bigorre",Bagnères-de-Bigorre,65, 198 places, Centre Hospitalier,25,0,0,0,173,0,0,0,0,0,0,2,0,0,0
1007,Etablissement SSR de l'Arbizon Groupe MGEN (Bagnères-de-Bigorre),05 62 91 48 00, Le Village BP 14 65201 Bagnères-de-Bigorre,Bagnères-de-Bigorre,65, 115 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0
1008,Centre hospitalier Le Montaigu (Astugue),05 62 91 49 49," 2, rue des Pyrénées  65200 Astugue",Astugue,65, 88 places, Centre Hospitalier,0,0,0,0,88,0,0,0,0,0,0,1,0,0,0
1009,CENTRE HOSPITALIER  (Lourdes),05 62 42 42 42," 2, avenue Alexandre Marqui BP 710 65107 Lourdes",Lourdes,65, 87 places, Centre Hospitalier,61,26,0,0,0,0,0,0,0,1,0,3,0,0,0
1010,Centre Hospitalier de Perpignan  (Perpignan),04 68 61 66 33, 20 Av du Languedoc BP 49954 66046 Perpignan,Perpignan,66, 743 places, Centre Hospitalier,506,155,44,0,38,0,0,30,90,2,3,4,2,2,2
1011,Centre de cure pour personnes agées  (PERPIGNAN),Pas de numéro, 57 avenue Victor Dalbiez  66000 PERPIGNAN,PERPIGNAN,66, 300 places, Etablissement de Soins Longue Durée,0,0,0,0,0,200,100,0,0,0,0,0,0,0,0
1012,Hôpital de proximité  (Prades),04 68 05 44 00, route de Cattlar  66501 Prades,Prades,66, 95 places, Hôpital local,40,0,0,0,0,40,15,0,110,0,0,0,0,0,0
1013,Clinique de Soins de Suite et de réadaptation Saint- Christophe  (Perpignan),04 68 08 35 35," 42.716398, 2.894771 21 allée du stade Aimé Giral 66000 Perpignan",Perpignan,66, 60 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
1014,Hôpital Civil (Strasbourg),03 88 11 67 68," 1, place de L'hôpital BP 426 67091 Strasbourg",Strasbourg,67, 1088 places, Hôpital dépendant d'un CHRU,910,178,0,0,0,0,0,0,0,4,2,4,3,2,0
1015,Hôpital de Hautepierre (Strasbourg),03 88 11 67 68, 1 Av Moliere  67098 Strasbourg,Strasbourg,67, 1018 places, Hôpital dépendant d'un CHRU,943,75,0,0,0,0,0,0,0,4,5,12,2,0,0
1016,Centre Hospitalier Départemental  (Bischwiller),03 88 80 22 22," 17, route de Strasbourg BP 90007 67241 Bischwiller",Bischwiller,67, 883 places, Centre Hospitalier,54,0,0,0,64,104,661,0,35,0,0,1,0,0,0
1017,Centre hospitalier  (Haguenau),03 88 06 33 33," 64, avenue Prof. Rene Leriche BP 40252 67504 Haguenau",Haguenau,67, 625 places, Centre Hospitalier,313,94,63,0,30,31,94,0,87,2,2,4,3,3,1
1018,Centre hospitalier Sainte Catherine (Saverne),03 88 71 67 67, 19 côte de Saverne BP 20105 67703 Saverne,Saverne,67, 361 places, Centre Hospitalier,148,41,26,0,28,30,88,0,0,1,1,4,0,0,0
1019,Hôpital local Hopital Local de Molsheim (Molsheim),03 88 49 70 70, 5 Cour des Chartreux BP 75 161 67125 Molsheim,Molsheim,67, 228 places, Centre Hospitalier,0,0,0,0,34,30,164,0,66,0,0,0,0,0,0
1020,CENTRE HOSPITALIER SELESTAT  (SELESTAT),03 88 57 55 55, 23 AVENUE PASTEUR BP30248 67 60 SELESTAT,SELESTAT,30, 220 places, Centre Hospitalier,149,45,26,0,0,0,0,0,0,1,1,2,0,0,0
1021,Hôpital du Neuenberg  (Ingwiller),Pas de numéro, 34 rue du Pasteur Herrmann  67340 Ingwiller,Ingwiller,67, 140 places, Etablissement de Soins Pluridisciplinaire,35,0,0,0,60,45,0,0,0,0,0,0,0,0,0
1022,Centre hospitalier  (Wissembourg),03 88 54 11 11, 24 route de Weiler BP 20003 67166 Wissembourg,Wissembourg,67, 139 places, Centre Hospitalier,67,19,16,0,37,0,0,0,0,1,0,2,0,0,0
1023,CLINIQUE SAINTE BARBE (STRASBOURG),03 88 21 70 00," 29, rue du Faubourg National  67083 STRASBOURG",STRASBOURG,67, 126 places, Etablissement de Soins Pluridisciplinaire,39,87,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,Hôpital Saint-Jacques  (ROSHEIM),03 88 50 40 50," 14, rue Général de Gaulle  67128 ROSHEIM",ROSHEIM,67, 110 places, Centre Hospitalier,0,0,0,0,20,0,90,0,0,0,0,0,0,0,0
1025,Hôpital Centre Médico-Chirurgical et Obstétrical (CMCO) (Schiltigheim),03 88 11 67 68, 19 rue Louis Pasteur BP 120 67303 Schiltigheim,Schiltigheim,67, 90 places, Hôpital dépendant d'un CHRU,90,0,0,0,0,0,0,18,0,0,0,0,0,0,0
1026,CLINIQUE SAINTE ANNE (STRASBOURG),03 88 45 81 81, 182 route de la Wantzenau  67085 STRASBOURG,STRASBOURG,67, 90 places, Etablissement de Soins Pluridisciplinaire,26,26,38,0,0,0,0,0,0,0,0,0,0,0,0
1027,CLINIQUE SAINT LUC (SCHIRMECK),03 88 47 41 41," 10, rue des Forges  67130 SCHIRMECK",SCHIRMECK,67, 65 places, Etablissement de Soins Pluridisciplinaire,20,5,0,0,0,40,0,0,0,0,0,0,0,0,0
1028,Centre de soins de suite et de réadaptation Château Walk  (Haguenau),Pas de numéro, 40 rue du Député Hallez  67500 Haguenau,Haguenau,67, 60 places, Centre Postcure pour Alcooliques,0,0,0,0,0,55,5,0,0,0,0,0,0,0,0
1029,Hôpital La Grafenbourg (BRUMATH),03 90 29 16 00," 7, rue A. Millerand BP 26 67171 BRUMATH",BRUMATH,67, 52 places, Centre Hospitalier,0,0,0,0,22,30,0,0,40,0,0,0,0,0,0
1030,CLINIQUE TOUSSAINT (STRASBOURG),03 88 21 75 75," 11, rue de la Toussaint  67081 STRASBOURG",STRASBOURG,67, 46 places, Etablissement de Soins Médicaux,0,0,0,16,0,30,0,0,0,0,0,0,0,0,0
1031,S.M.T.I - SOINS MEDICAUX TECHNIQUES IMPORTANTS  (SELESTAT),03 88 57 71 00, 23 AVENUE LOUIS PASTEUR  67 60 SELESTAT,SELESTAT,7 , 45 places, Etablissement de Soins Longue Durée,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
1032,Hôpital Elsau (Strasbourg),03 88 11 59 00, 15  Rue Cranach  67000 Strasbourg,Strasbourg,67, 42 places, Hôpital dépendant d'un CHRU,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,NOUVEL HOPITAL D'OBERNAI  (OBERNAI),03 88 95 14 00, 1 Rempart Monseigneur Caspar BP 201 67 21 OBERNAI,OBERNAI,7 , 28 places, Centre Hospitalier,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1034,Centre de Dialyse  (SAVERNE),03 88 71 66 41, 19 Côte de Saverne  67700 SAVERNE,SAVERNE,67, 0 places, Structure d'Alternative à la dialyse en centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,Centre de dialyse  (HAGUENAU),03 88 05 01 30, 64 bd du Professeur René Leriche  67500 HAGUENAU,HAGUENAU,67, 0 places, Structure d'Alternative à la dialyse en centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,Centre Régional de Lutte contre le Cancer - Alsace Centre Paul Strauss (Strasbourg),03 68 76 67 67," 3, rue de la Porte de l'Hôpital BP 30042 67065 Strasbourg",Strasbourg,67, 0 places, Centre de Lutte Contre Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,Hôpital Louis Pasteur  (Colmar),03 89 12 40 00," 39, avenue de la Liberté  68024 Colmar",Colmar,68, 1039 places, Centre Hospitalier,503,329,61,117,29,0,0,0,0,2,2,11,4,2,0
1038,Centre Hospitalier de Mulhouse site Emile Muller (Mulhouse),03 89 64 64 64, 20 av Doct René Laennec  68100 Mulhouse,Mulhouse,68, 824 places, Centre Hospitalier,519,214,0,2,89,0,0,0,0,2,3,7,2,1,1
1039,Centre hospitalier départemental Centre départemental de repos et de soins (Colmar),03 89 80 44 00," 40, rue du Stauffen BP 70468 68020 Colmar",Colmar,68, 600 places, Etablissement de Soins Longue Durée,0,0,0,0,30,80,490,0,30,0,0,0,0,0,0
1040,Centre Hospitalier de Mulhouse site du Hasenrain (Mulhouse),03 89 64 64 64," 87, avenue d'altkirch BP 1070 68051 Mulhouse",Mulhouse,68, 421 places, Centre Hospitalier,73,0,81,157,0,30,80,0,0,0,0,0,0,0,0
1041,EHPAD Maison Médicalisée pour Personnes Agées (Mulhouse),Pas de numéro," 5, rue du Dr Léon Mangeney,  68100 Mulhouse",Mulhouse,68, 272 places, Centre Hospitalier,18,0,0,0,69,108,77,0,0,0,0,0,0,0,0
1042,Centre hospitalier Saint Morand (Altkirch),03 89 08 30 30," 23, rue du 3e Zouaves BP 1022 68134 Altkirch",Altkirch,68, 265 places, Centre Hospitalier,66,25,14,0,30,25,105,0,0,1,0,2,0,0,0
1043,Clinique du Diaconat-Fonderie  (Mulhouse),Pas de numéro, 1 rue Saint-Sauveur BP 1237 68054 Mulhouse,Mulhouse,68, 234 places, Etablissement de Soins Pluridisciplinaire,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0
1044,Hôpital Schweitzer  (COLMAR),Pas de numéro, 201 Avenue d'Alsace  68000 COLMAR,COLMAR,68, 233 places, Etablissement de Soins Pluridisciplinaire,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,HOPITAL LOCAL  (SAINTE MARIE AUX MINES),03 89 22 42 22," 17, rue Jean Jacques Bock BP 1 68160 SAINTE MARIE AUX MINES",SAINTE MARIE AUX MINES,68, 223 places, Centre Hospitalier,0,0,0,0,20,0,203,0,0,0,0,0,0,0,0
1046,Centre hospitalier  (Pfastatt),03 89 52 11 11," 1, rue Henri Haeffely  68120 Pfastatt",Pfastatt,68, 223 places, Centre Hospitalier,63,0,0,0,50,0,110,0,0,0,0,1,0,0,0
1047,Clinique du Diaconat-Roosevelt  (Mulhouse),Pas de numéro, 14 Boulevard Roosevelt BP 2399 68067 Mulhouse,Mulhouse,68, 212 places, Etablissement de Soins Pluridisciplinaire,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0
1048,Clinique du Diaconat-Colmar  (COLMAR),03 89 21 22 00, 18 Rue Charles Sandherr  68100 COLMAR,COLMAR,68, 210 places, Etablissement de Soins Pluridisciplinaire,77,0,0,0,0,30,103,0,0,0,0,0,0,0,0
1049,Etablissement SSR Trois Epis Groupe MGEN (Trois-Epis),03 89 73 54 00, Square Marcel Rivière  68410 Trois-Epis,Trois-Epis,68, 206 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0
1050,Centre hospitalier Hopital de Ribeauvillé (Ribeauvillé),03 89 73 52 00," 13-15, rue du Chateau B.P. 60047 68152 Ribeauvillé",Ribeauvillé,68, 195 places, Centre Hospitalier,0,0,0,0,30,46,119,0,0,0,0,0,0,0,0
1051,Hôpital de Sierentz  (Sierentz),03 89 26 60 00," 35, rue Rogg-Haas  68510 Sierentz",Sierentz,68, 193 places, Centre Hospitalier,0,0,0,0,26,51,116,0,0,0,0,0,0,0,0
1052,Centre hospitalier  (Cernay),03 89 38 54 14," 7, rue Risler BP 70190 68704 Cernay",Cernay,68, 191 places, Centre Hospitalier,10,0,0,0,42,30,109,0,0,0,0,0,0,0,0
1053,Centre hospitalier Saint-Jacques (Thann),03 89 37 71 00," 1-3, rue Saint-Jacques BP 4088 68802 Thann",Thann,68, 171 places, Centre Hospitalier,41,16,12,0,24,0,78,0,0,0,0,2,0,0,0
1054,Etablissement public de santé  (Ensisheim),03 89 81 12 55," 7, rue Colbert  68190 Ensisheim",Ensisheim,68, 154 places, Centre Hospitalier,0,0,0,0,20,0,134,0,37,0,0,0,0,0,0
1055,Hôpital local Loewel de Munster (Munster),03 89 77 30 12," 6, rue du Moulin  68140 Munster",Munster,68, 127 places, Centre Hospitalier,0,0,0,0,60,0,67,0,20,0,0,0,0,0,0
1056,Hôpital local - Maison de Retraite 'Les Capucines'  (SOULTZ),03 89 62 17 10," 80, route de Guebwiller  68360 SOULTZ",SOULTZ,68, 118 places, Centre Hospitalier,0,0,0,0,24,48,46,0,37,0,0,0,0,0,0
1057,Saint-Jean - Centre de soins de suite et de réadaptation  (Sentheim),Pas de numéro, 1 Grand'Rue  68780 Sentheim,Sentheim,68, 90 places, Etablissement de Convalescence et de Repos,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
1058,Hôpital Charles HABY  (GUEBWILLER),03 89 74 78 00," 2, rue Jean Schlumberger BP 219  68504 GUEBWILLER",GUEBWILLER,68, 67 places, Centre Hospitalier,42,3,0,0,22,0,0,0,0,0,0,3,0,0,0
1059,SSR POLE DE GERONTOLOGIE SAINT DAMIEN EHPAD - USLD - SSR - RESIDENCE AUTONOMIE (MULHOUSE),03 89 64 56 78," 23, avenue de la 1ère Division Blindée 23, avenue de la 1ère Division Blindée 68090 MULHOUSE",MULHOUSE,68, 45 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
1060,USLD POLE DE GERONTOLOGIE SAINT DAMIEN EHPAD - USLD - SSR - RESIDENCE AUTONOMIE (MULHOUSE),03 89 64 56 78," 23, avenue de la 1ère Division Blindée 23, avenue de la 1ère Division Blindée 68090 MULHOUSE",MULHOUSE,68, 30 places, Etablissement de Soins Longue Durée,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
1061,Centre de Dialyse  (MULHOUSE),03 89 31 48 80, 45 rue du Docteur Léon Mangeney  68100 MULHOUSE,MULHOUSE,68, 0 places, Structure d'Alternative à la dialyse en centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,Centre de Dialyse  (COLMAR),03 89 22 90 40, 15 Place du Capitaine Dreyfuss  68000 COLMAR,COLMAR,68, 0 places, Structure d'Alternative à la dialyse en centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,Hospices Civils de Lyon - HCL (siège) (Lyon),08 20 08 20 69, 3 Quai des Celestins BP 2251 69229 Lyon,Lyon,69, 5362 places, Hôpital dépendant d'un CHRU,2478,1189,337,9,797,375,177,0,0,0,0,0,0,0,0
1064,Hôpital Edouard Herriot - HCL (Lyon),08 20 08 20 69," 5, place d’Arsonval  69437 Lyon",Lyon,69, 1160 places, Hôpital dépendant d'un CHRU,603,491,66,0,0,0,0,0,0,4,2,8,3,0,0
1065,Hôpital de la Croix-Rousse - HCL (Lyon),08 25 08 25 69," 103, Grande-Rue de la Croix-Rousse  69317 Lyon",Lyon,69, 806 places, Hôpital dépendant d'un CHRU,214,299,158,0,32,60,43,0,0,2,1,7,2,0,0
1066,Centre hospitalier Gériatrique du Mont d'Or  (Albigny-sur-saône),04 72 08 15 15, 6 Rue Notre Dame  69250 Albigny-sur-saône,Albigny-sur-saône,69, 638 places, Centre Hospitalier,26,0,0,0,175,85,352,0,0,0,0,1,0,0,0
1067,HCL Groupement Hospitalier Nord - Hôpital gériatrique Pierre Garraud (LYON),08 25 08 25 69," 136, rue Commandant-Charcot  69322 LYON",LYON,69, 486 places, Hôpital dépendant d'un CHRU,28,0,0,0,153,305,0,0,0,0,0,0,0,0,0
1068,Hôpital Femme Mère-Enfant -HCL (BRON),08 25 08 25 69," 59, boulevard Pinel  69677 BRON",BRON,69, 472 places, Hôpital dépendant d'un CHRU,195,162,115,0,0,0,0,0,0,1,1,5,1,0,0
1069,L'HOPITAL NORD-OUEST VILLEFRANCHE (VILLEFRANCHE SUR SAONE),04 74 09 29 29, Plateau d'ouilly - Gleize BP 80436 69655 VILLEFRANCHE SUR SAONE,VILLEFRANCHE SUR SAONE,69, 465 places, Centre Hospitalier,365,74,26,0,0,0,0,0,0,2,1,4,2,0,0
1070,Hôpital Louis Pradel - HCL (Bron),08 25 08 25 69," 59, boulevard pinel  69677 Bron",Bron,69, 393 places, Hôpital dépendant d'un CHRU,241,152,0,0,0,0,0,0,0,1,0,1,3,0,0
1071,Hôpital Pierre Wertheimer - HCL (Bron),08 25 08 25 69," 59, boulevard Pinel  69677 Bron",Bron,69, 350 places, Hôpital dépendant d'un CHRU,188,162,0,0,0,0,0,0,0,1,2,1,2,3,1
1072,Centre hospitalier Saint Joseph Saint Luc (Lyon),04 78 61 81 81, 20 Quai Claude Bernard  69007 Lyon,Lyon,69, 344 places, Etablissement de Soins Pluridisciplinaire,208,115,21,0,0,0,0,0,0,0,0,0,0,0,0
1073,Centre hospitalier  (Givors),04 78 07 30 30," 9, avenue Prof. Fleming BP 122 69700 Givors",Givors,69, 321 places, Centre Hospitalier,65,0,19,0,49,0,188,0,0,1,0,2,0,0,0
1074,Centre de soins de suite et de réadaptation fonctionnelle SSR Val Rosay (Saint Didier au Mont d'Or),04 72 53 20 20, 133 route de Saint Cyr  69370 Saint Didier au Mont d'Or,Saint Didier au Mont d'Or,69, 305 places, Etablissement Réadaptation Fonctionnelle,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0
1075,Centre Régional de Lutte Contre le Cancer Centre Léon Bérard (Lyon),04 78 78 28 28," 28, rue Laennec  69373 Lyon",Lyon,69, 302 places, Centre de Lutte Contre Cancer,248,54,0,0,0,0,0,190,0,0,0,0,0,0,0
1076,CMCR Les Massues (LYON),04 72 38 48 58, 92 rue Docteur Edmond Locard  69005 LYON,LYON,69, 255 places, Etablissement Réadaptation Fonctionnelle,0,35,0,0,220,0,0,0,0,0,0,0,0,0,0
1077,HOPITAL DE FOURVIERE  (LYON),04 72 57 30 00, 10 rue Roger Radisson  69005 LYON,LYON,69, 236 places, Etablissement de Soins Médicaux,56,0,0,0,80,100,0,0,0,0,0,0,0,0,0
1078,Hôpital Gériatrique Antoine CHARIAL dépend des Hospices Civils de Lyon (Groupement Hospitalier SUD) (Francheville),04 72 32 34 10," 40, avenue de la Table de Pierre  69340 Francheville",Francheville,69, 234 places, Hôpital dépendant d'un CHRU,48,0,0,0,0,150,36,0,0,0,0,0,0,0,0
1079,HCL Groupement Hospitalier Centre - Hôpital des Charpennes (Villeurbanne),08 25 08 25 69," 27, rue Gabriel Péri  69100 Villeurbanne",Villeurbanne,69, 221 places, Hôpital dépendant d'un CHRU,81,0,0,0,86,54,0,0,0,0,0,1,0,0,0
1080,Hôpital de Beaujeu  (Beaujeu),04 74 69 56 00, 263 rue du Docteur Giraud BP 2 69430 Beaujeu,Beaujeu,69, 216 places, Hôpital local,15,0,0,0,31,0,170,0,0,0,0,0,0,0,0
1081,Centre Hospitalier de Condrieu  (Condrieu),04 74 78 74 00, 10 rue de la Pavie  69420 Condrieu,Condrieu,69, 209 places, Hôpital local,20,0,0,0,35,0,154,0,48,0,0,0,0,0,0
1082,HCL Groupement Hospitalier du Sud - Hôpital Henry Gabrielle (Saint-Genis-Laval),08 25 08 25 69, 20 route de Vourles  69230 Saint-Genis-Laval,Saint-Genis-Laval,69, 184 places, Hôpital dépendant d'un CHRU,184,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1083,centre hospitalier  (Saint-Laurent-de-Chamousset),04 74 01 66 66, 270 chemin de l'hôpital  69930 Saint-Laurent-de-Chamousset,Saint-Laurent-de-Chamousset,69, 180 places, Hôpital local,0,0,0,0,20,0,160,0,0,0,0,0,0,0,0
1084,Hôpital intercommunal Gériatrique de Neuville et Fontaines Sur Saône de Neuville - Fontaine (Neuville-sur-Saone),04 72 00 10 35," 53, Chemin de Parenty  69250 Neuville-sur-Saone",Neuville-sur-Saone,69, 170 places, Hôpital local,0,0,0,0,25,0,145,0,48,0,0,0,0,0,0
1085,Centre hospitalier  (Saint-Symphorien-sur-Coise),04 78 19 07 00," 257,  Avenue de la Libération BP 8 69590 Saint-Symphorien-sur-Coise",Saint-Symphorien-sur-Coise,69, 131 places, Hôpital local,0,0,0,0,30,0,101,0,31,0,0,0,0,0,0
1086,HCL G H de Gériatrie -Hôpital Gériatrique Dr. Frédéric DUGOUJON (Caluire-Et-Cuire),08 20 08 20 69, 14 rue Pasteur  69300 Caluire-Et-Cuire,Caluire-Et-Cuire,69, 130 places, Hôpital dépendant d'un CHRU,18,0,0,0,52,60,0,0,0,0,0,0,0,0,0
1087,Site de Thizy  (THIZY LES BOURGS),04 74 05 44 44," 6, rue de l'hospice - Thizy  69240 THIZY LES BOURGS",THIZY LES BOURGS,69, 115 places, Hôpital local,10,0,0,0,77,0,28,0,0,0,0,0,0,0,0
1088,L'HÔPITAL NORD-OUEST TARARE-GRANDRIS (Centre hospitalier de Tarare) (Tarare),04 74 05 46 46," 6, Boulevard Garibaldi  69170 Tarare",Tarare,69, 107 places, Centre Hospitalier,62,15,0,0,30,0,0,0,0,1,0,2,0,0,0
1089,Centre hospitalier de Sainte Foy les Lyon (Sainte-Foy-les-Lyon),04 72 16 86 87, 78 Chemin  de Montray BP 45 69110 Sainte-Foy-les-Lyon,Sainte-Foy-les-Lyon,69, 87 places, Centre Hospitalier,22,0,33,0,32,0,0,0,0,0,0,0,0,0,0
1090,SSR  (SAINT MAURICE SUR DARGOIRE),04 78 81 57 57, 707 route de la Condamine  69440 SAINT MAURICE SUR DARGOIRE,SAINT MAURICE SUR DARGOIRE,69, 76 places, Etablissement Réadaptation Fonctionnelle,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
1091,CENTRE HOSPITALIER  (BELLEVILLE EN BEAUJOLAIS),04 74 06 52 50, Rue Paulin Bussières CS60004 69824 BELLEVILLE EN BEAUJOLAIS,BELLEVILLE EN BEAUJOLAIS,69, 58 places, Hôpital local,15,0,0,0,43,0,0,0,0,0,0,0,0,0,0
1092,SSR Pédiatrique La Maisonnée (Francheville),04 72 16 22 00," 68, avenue du Chater  69340 Francheville",Francheville,69, 55 places, Etablissement de Convalescence et de Repos,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
1093,Hopital d'Instruction des Armées  DESGENETTES  (LYON 3),04 72 36 60 00, 108 boulevard Pinel  69275 LYON 3,LYON 3,69, 50 places, Hôpital des armées,0,15,0,15,20,0,0,0,0,1,1,4,0,0,0
1094,CENTRE MEDICAL DE BAYERE SSR (CHARNAY),04 72 54 28 00, 30 Route du Vieux Château  69380 CHARNAY,CHARNAY,69, 41 places, Etablissement de sante? prive? autorise? en SSR,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
1095,CENTRE MEDICAL DE BAYERE SOINS DE LONGUE DUREE (CHARNAY),04 72 54 28 00, 30 Route du Vieux Château  69380 CHARNAY,CHARNAY,69, 33 places, Etablissement de Soins Longue Durée,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
1096,U.S.L.D. USLD LA MALETIERE (VAUGNERAY),Pas de numéro, PLACE DE L EGLISE  69670 VAUGNERAY,VAUGNERAY,69, 30 places, Etablissement de Soins Longue Durée,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
1097,Site de Cours - USLD  (COURS),Pas de numéro," 287, Rue de Thizy - Cours la ville  69470 COURS",COURS,69, 30 places, Etablissement de Soins Longue Durée,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
